"list_name","name","label::Malagasy (mg)","label::French (fr)","label::English (en)"
"ae_know","0","0 - Tsy fahampian'ny fahazoana fahalalana momba ny fambolena sy fiompiana: tsy miraharaha ny foto-kevitry ny agroecologie ny mpamokatra Manque d'accès aux connaissances agroécologiques: les producteurs ignorent les principes de l'agroécologie","0 - Manque d'accès aux connaissances agroécologiques: les producteurs ignorent les principes de l'agroécologie","0 - Lack of access to agroecological knowledge: principles of agroecology are unknown to producers."
"ae_know","0.5","0.5","0.5","0.5"
"ae_know","1","1 - Ny fitsipiky ny agroécologie dia tsy fantatry ny mpamokatra ary/na kely ny fahatokisana azy ireo.","1 - Les principes de l'agroécologie sont pour la plupart inconnus aux producteurs et/ou il y a peu de confiance en eux.","1 - Principles of agroecology are mostly unknown to producers and/or there is little trust in them."
"ae_know","1.5","1.5","1.5","1.5"
"ae_know","2","2 - Misy fitsipika momba ny fambolena sy fiompiana fantatry ny mpamokatra ary misy ny fahalianana amin'ny fanaparitahana ny fanavaozana, ny fanamorana ny fifampizaràna fahalalana eo anivon'ny fiaraha-monina ary ny fandraisan'anjaran'ny taranaka tanora.","2 - Certains principes agroécologiques sont connus aux producteurs et il existe un intérêt à diffuser l'innovation, à faciliter le partage des connaissances au sein des communautés et à impliquer les jeunes générations.","2 - Some agroecological principles are known to producers and there is interest in spreading the innovation, facilitating knowledge sharing within and between communities and involving younger generations."
"ae_know","2.5","2.5","2.5","2.5"
"ae_know","3","3 - Fantatra tsara ny agroecologie ary vonona ny mpamokatra hampihatra ny zava-baovaony, hanamora ny fifampizaràna fahalalana eo anivon’ny fiaraha-monina ary handray anjara amin’ny taranaka tanora, anisan’izany ny vehivavy.","3 - l'agroécologie est bien connue et les producteurs sont prêts à mettre en œuvre ses innovations, à faciliter le partage des connaissances au sein des communautés et à impliquer les jeunes générations, y compris les femmes.","3 - Agroecology is well known and producers are willing to implement innovations, facilitating knowledge sharing within and between communities and involving younger generations, including women and younger generations."
"ae_know","3.5","3.5","3.5","3.5"
"ae_know","4","4 - Fahazoana miely patrana amin'ny fahalalana momba ny fambolena sy fiompiana ho an'ny lehilahy sy ny vehivavy: fantatry ny mpamokatra tsara ny foto-kevitry ny agroecologie ary vonona ny hampihatra izany, manamora ny fifampizaràna fahalalana eo anivon'ny fiaraha-monina ary mahatafiditra taranaka tanora.","4 - Accès généralisé aux connaissances agroécologiques des hommes et des femmes: les producteurs sont bien conscients des principes de l'agroécologie et désireux de les appliquer, en facilitant le partage des connaissances au sein des communautés et en impliquant les jeunes générations.","4 - Widespread access to agroecological knowledge of both men and women: producers are well aware of the principles of agroecology and eager to apply them, facilitating knowledge sharing within and between communities and involving younger generations."
"platforms","0","0 - Tsy misy sehatra fiaraha-miombon'antoka na rafitra fampitana fahalalana azon'ny mpamokatra. Aucune plateforme de co-création ou mécanisme de transfert de connaissances n'st disponible pour les producteurs.","0 - Aucune plateforme de co-création ou mécanisme de transfert de connaissances n'st disponible pour les producteurs.","0 - No platforms for co-creation or mechanism   and transfer of knowledge are available to producers."
"platforms","0.5","0.5","0.5","0.5"
"platforms","1","1 - Farafahakeliny sehatra iray na rafitra iray ho an'ny famoronana fiaraha-mientana sy fampitana fahalalana no misy, saingy tsy mandeha tsara ary / na tsy ampiasaina amin'ny fampiharana.","1 - Au moins une plateforme ou un mécanisme de co-création et de transfert de connaissances existe, mais il ne fonctionne pas bien et/ou n'st pas utilisé dans la pratique.","1 - At least one platform or mechanism for the co-creation and transfer of knowledge exists but does not function well and/or is not used in practice."
"platforms","1.5","1.5","1.5","1.5"
"platforms","2","2 - Farafahakeliny sehatra iray na rafitra iray ho an'ny famoronana fiaraha-mientana sy fampitana fahalalana no misy ary miasa, saingy tsy ampiasaina amin'ny fizarana fahalalana manokana momba ny agroecologie.","2 - Au moins une plateforme ou un mécanisme de co-création et de transfert de connaissances existe et fonctionne, mais il n'st pas utilisé pour partager des connaissances spécifiquement sur l'agroécologie.","2 - At least one platform or mechanism for the co-creation and transfer of knowledge exists and is functioning but is not used to share knowledge on agroecology specifically."
"platforms","2.5","2.5","2.5","2.5"
"platforms","3","3 - Sehatra na rafitra iray na maromaro ho an'ny famoronana sy fampitana fahalalana no misy, miasa ary ampiasaina amin'ny fizarana fahalalana momba ny agroecologie, anisan'izany ny vehivavy.","3 - Une ou plusieurs plateformes ou mécanismes de co-création et de transfert de connaissances existent, fonctionnent et sont utilisés pour partager des connaissances sur l'agroécologie, y compris les femmes.","3 - One or several platforms or mechanisms for the co-creation and transfer of knowledge exist, are functioning and are used to share knowledge on agroecology, including women."
"platforms","3.5","3.5","3.5","3.5"
"platforms","4","4 - Sehatra na fomba fiasa maromaro mirindra tsara sy miasa ho an'ny famoronana fiaraha-mientana sy fampitana fahalalana no hita ary miparitaka be eo anivon'ny fiaraha-monina, anisan'izany ny vehivavy.","4 - Plusieurs plateformes ou mécanismes bien établis et fonctionnels de co-création et de transfert de connaissances sont disponibles et largement répandus au sein de la communauté, y compris les femmes.","4 - Several well established and functioning platforms or mechanisms for the co-creation and transfer of knowledge are available and widespread within the community, including women."
"partic_orgs","0","0 - Mitokana ny mpamokatra, saika tsy manana fifandraisana amin'ny vondrom-piarahamonina misy azy ary tsy mandray anjara amin'ny fivoriana sy fikambanana eo an-toerana. Les producteurs sont isolés, n'ont pratiquement aucune relation avec leur communauté locale et ne participent pas aux réunions et aux organisations locales . ","0 - Les producteurs sont isolés, n'ont pratiquement aucune relation avec leur communauté locale et ne participent pas aux réunions et aux organisations locales . ","0 - Producers are isolated, have almost no relations with their local community and do not participate in meetings and grass-root organisations."
"partic_orgs","0.5","0.5","0.5","0.5"
"partic_orgs","1","1 - Ny mpamokatra dia mitazona fifandraisana tsindraindray amin'ny vondrom-piarahamonina misy azy ary zara raha mandray anjara amin'ny fivoriana sy fikambanana eo an-toerana.","1 - Les producteurs entretiennent des relations sporadiques avec leur communauté locale et participent rarement aux réunions et aux organisations locales .","1 - Producers have sporadic relations with their local community and rarely participate in meetings and grass - root organisations ."
"partic_orgs","1.5","1.5","1.5","1.5"
"partic_orgs","2","2 - Ny mpamokatra dia mitazona fifandraisana tsy tapaka amin'ny vondrom-piarahamonina misy azy ary indraindray mandray anjara amin'ny hetsika ataon'ny fikambanana eo an-toerana fa tsy dia be loatra amin'ny vehivavy.","2 - Les producteurs entretiennent des relations régulières avec leur communauté locale et participent parfois aux événements de leurs organisations locales mais pas autant pour les femmes .","2 - Producers have regular relations with their local community and sometimes participate in the events of their grass - root organisations but not as much for women ."
"partic_orgs","2.5","2.5","2.5","2.5"
"partic_orgs","3","3 - Mifandray tsara amin'ny vondrom-piarahamonina misy azy ireo mpamokatra ary matetika mandray anjara amin'ny hetsika ataon'ny fikambanana misy azy, anisan'izany ny vehivavy.","3 - Les producteurs sont bien interconnectés avec leur communauté locale et participent souvent aux événements de leurs organisations locales, y compris les femmes .","3 - Producers are well interconnected with their local community and often participate in the events of their grass - root organisations, including women ."
"partic_orgs","3.5","3.5","3.5","3.5"
"partic_orgs","4","4 - Ny mpamokatra (miaraka amin'ny fandraisan'anjaran'ny lehilahy sy ny vehivavy mitovy) dia mifandray mafy sy manohana ary maneho fanoloran-tena sy fandraisana anjara lehibe amin'ny hetsika rehetra ao amin'ny fizarana misy azy.","4 - Les producteurs(avec une participation égale des hommes et des femmes) sont fortement interconnectés et solidaires et montrent un engagement et une participation très élevés à tous les événements de leur section locale .","4 - Producers(with equal participation of men and women) are highly interconnected and supportive and show a very high engagement and participation in all the events of their local ."
"women","0","0 - Matetika ny vehivavy dia tsy manana feo amin'ny fanapahan-kevitry ny fianakaviana na ny fiaraha-monina. Tsy misy fikambanana manome hery ny vehivavy","0 - Les femmes n’ont normalement pas voix au chapitre dans les décisions de la famille ou de la communauté . Aucune organisation pour l'autonomisation des femmes n'xiste","0 - Women do not normally have a voice in decision making, not in the household nor in the community . No organisation for women empowerment exists ."
"women","0.5","0.5","0.5","0.5"
"women","1","1 - Ny vehivavy dia afaka manana feo ao an-tokantranony fa tsy eo amin'ny fiaraha-monina. Misy ny fikambanan'ny vehivavy sasany nefa tsy dia miasa loatra","1 - Les femmes peuvent avoir voix au sein de leur ménage mais pas dans la communauté. Certaines associations de femmes existent mais ne sont pas très fonctionnelles","1 - Women may have a voice in their household but not in the community. And/or one form of women association exists but is not fully functional."
"women","1.5","1.5","1.5","1.5"
"women","2","2 - Ny vehivavy dia afaka mitaona amin'ny fandraisana fanapahan-kevitra, na eo amin'ny sehatry ny tokantrano na eo amin'ny fiaraha-monina, fa tsy mpanapa-kevitra. Tsy manana fahafahana miditra amin'ny loharanon-karena izy ireo. Ary/na ny endrika fikambanan'ny vehivavy sasany dia misy saingy tsy miasa tanteraka.","2 - Les femmes peuvent influencer la prise de décision, tant au niveau du ménage que de la communauté, mais ne sont pas des décideurs . Ils n'ont pas accès aux ressources . Et / ou certaines formes d'associations de femmes existent mais ne sont pas pleinement fonctionnelles.","2 - Women can influence decision making, both at household and community level, but are not decision makers. They don't have access to resources . and/or some forms of women associations exist but are not fully functional . "
"women","2.5","2.5","2.5","2.5"
"women","3","3 - Mandray anjara feno amin'ny fandraisana fanapahan-kevitra ny vehivavy nefa mbola tsy manana fahafahana feno amin'ny loharanon-karena. Ary/na fikambanam-behivavy dia misy ary ampiasaina.","3 - Les femmes participent pleinement aux processus décisionnels mais n'ont toujours pas pleinement accès aux ressources. Et / ou des organisations de femmes existent et sont utilisées.","3 - Women take full part in decision making processes but still don't have full access to resources . and/or women organisations exist and are used . "
"women","3.5","3.5","3.5","3.5"
"women","4","4 - Ny vehivavy dia afaka tanteraka amin'ny fandraisana fanapahan-kevitra sy ny fahazoana loharanon-karena. Misy sy/na fikambanam-behivavy, miasa sy miasa.","4 - Les femmes sont complètement emancipées en termes de prise de décision et d'accès aux ressources. Et / ou des organisations de femmes existent, sont fonctionnelles et opérationnelles.","4 - Women are completely empowered in terms of decision making and access to resources. And/or women organisations exist, are functional and operational."
"labour","0","0 - Ny rojo famatsiana ara-pambolena dia atambatra sy tantanin'ny agribusiness. Misy elanelana ara-tsosialy sy ara-toekarena eo amin’ny tompon’ny tany sy ny mpiasa. Ary/na mpiasa tsy manana fepetra miasa mendrika, manana karama ambany ary tena iharan'ny loza. ","0 - Les chaînes d'approvisionnement agricoles sont intégrées et gérées par l'agro-industrie. Il existe une distance sociale et économique entre les propriétaires fonciers et les travailleurs. Et/ou les travailleurs n'ont pas de conditions de travail décentes, ont de bas salaires et sont très exposés aux risques . ","0 - Agricultural supply chains are integrated and managed by agribusiness. There is a social and economic distance between landowners and workers. And/or workers don't have decent working conditions, make low wages and are highly exposed to risks . "
"labour","0.5","0.5","0.5","0.5"
"labour","1","1- Sarotra ny fepetra fiasana,","1 - Les conditions de travail sont difficiles, les travailleurs ont un salaire moyen pour le contexte local et peuvent être exposés à des risques .","1 - Working conditions are hard, workers have average wages for the local context and may be exposed to risks ."
"labour","1.5","1.5","1.5","1.5"
"labour","2","2 - Ny fambolena dia mifototra indrindra amin'ny fiompiana fianakaviana saingy voafetra ihany ny fahafahan'ny mpamokatra amin'ny renivola sy ny fomba fandraisana fanapahan-kevitra. Ny mpiasa dia manana fepetra faran'izay mendrika amin'ny asa.","2 - l'agriculture est principalement basée sur l'exploitation familiale mais les producteurs ont un accès limité aux capitaux et aux processus de prise de décision. Les travailleurs ont des conditions de travail décentes minimales.","2 - Agriculture is mostly based on family farming but producers have limited access to capital and decision - making processes . Workers have the minimum decent labour conditions ."
"labour","2.5","2.5","2.5","2.5"
"labour","3","3 - Ny fambolena dia mifototra indrindra amin'ny fiompiana fianakaviana ary ny mpamokatra (lehilahy sy vehivavy) dia afaka miditra amin'ny renivola sy ny dingana fandraisana fanapahan-kevitra. Manana fepetra miasa mendrika ny mpiasa.","3 - l'agriculture est principalement basée sur l'exploitation familiale et les producteurs (hommes et femmes) ont accès au capital et aux processus décisionnels. Les travailleurs ont des conditions de travail décentes.","3 - Agriculture is mostly based on family farming and producers (both men and women) have access to capital and decision-making processes. Workers have decent labour conditions."
"labour","3.5","3.5","3.5","3.5"
"labour","4","4 - ny fambolena dia mifototra amin'ny fiompiana fianakaviana izay manana fidirana feno amin'ny renivola sy ny dingana fandraisana fanapahan-kevitra miaraka amin'ny fitovian'ny lahy sy ny vavy. Misy ny fifankahazoana ara-tsosialy sy ara-toekarena eo amin’ny tantsaha sy ny mpiasa.","4 - l'agriculture est basée sur des exploitations familiales qui ont pleinement accès au capital et aux processus de prise de décision avec équité entre les sexes. Il existe une proximité sociale et économique entre agriculteurs et salariés.","4 - Agriculture is based on family farmers which have full access to capital and decision-making processes in gender equity. There is a social and economic proximity between farmers and employees."
"youth","0","0 - Sarotra loatra ny asa fambolena ary tsy misy vokany. Ny tanora dia tsy mahita ho avy amin'ny fambolena ary tsy mieritreritra akory ny ho lasa tantsaha. ","0 - Le travail agricole est trop difficile et peu gratifiant. Ls jeunes ne voient aucun avenir dans l’agriculture et ne considèrent même pas de devenir agriculteurs.","0 - Agricultural work is too difficult and not rewarding. Young people see no future in agriculture and don't even consider becoming farmers."
"youth","0.5","0.5","0.5","0.5"
"youth","1","1 - Ny asa fambolena dia heverina ho mitaky fitakiana ary manome fahafaham-po na valisoa voafetra. Vokany, mihena ny fahalianan’ny ankizy amin’ny asa fambolena. Ny antony manosika hanohy ny fiompiana fianakaviana dia somary ambany.","1 - Le travail agricole est perçu comme exigeant et offre une satisfaction ou des récompenses limitées. Par conséquent, il y a moins d'intérêt de la part des enfants à poursuivre une carrière dans l'agriculture. La motivation pour continuer l'exploitation agricole familiale est relativement faible.","1- Agricultural work is perceived as demanding and offers limited satisfaction or rewards. Consequently, there is a decreased interest from children in pursuing a career in farming. The motivation to continue family farming is relatively low."
"youth","1.5","1.5","1.5","1.5"
"youth","2","2 - Ny asa fambolena dia mamporisika sy mahafa-po amin'ny antonony, ary ny tamberina na valisoa dia tsy miandany. Na dia mety hisy aza ny fiheverana ny ho lasa mpamboly amin'ny ankizy, dia tsy miandany ny fanoloran-tena hanohy ny fiompiana fianakaviana.","2 - Le travail agricole est modérément stimulant et satisfaisant, et les retours ou récompenses sont plutôt neutres. Bien qu'il puisse y avoir une certaine considération pour devenir agriculteurs de la part des enfants, l'engagement à poursuivre l'exploitation agricole familiale est neutre.","2- Agricultural work is moderately challenging and satisfying, and the returns or rewards are somewhat neutral. While there might be some consideration given to becoming farmers by the children, there is neutral commitment in continuing family farming."
"youth","2.5","2.5","2.5","2.5"
"youth","3","3 - Heverina ho mahafa-po ny asa fambolena ary manome valisoa mety. Misy ny fahalianan'ny ankizy amin'ny fanohizana ny fomba amam-panao fiompiana fianakaviana, na dia mety hiovaova aza ny fanoloran-tena. Ny antony manosika hanohy ny fiompiana fianakaviana dia mampiseho famantarana tsara, saingy mety mbola misy antony tokony hodinihina mba hanamafisana izany fanoloran-tena izany.","3 - Le travail agricole est perçu comme satisfaisant et offre des récompenses raisonnables. Il y a un intérêt notable de la part des enfants à perpétuer la tradition agricole familiale, bien que l'engagement puisse varier. La motivation pour continuer l'exploitation agricole familiale montre des signes positifs, mais il peut encore y avoir des facteurs à prendre en compte pour renforcer cet engagement.","3- Agricultural work is seen as satisfying and offers reasonable rewards. There is a notable interest from children in carrying on the family farming tradition, although the commitment might vary. The motivation to continue family farming shows positive signs, but there may still be some factors that need to be addressed to strengthen this commitment."
"youth","3.5","3.5","3.5","3.5"
"youth","4","4 - Mahafa-po sy mahafa-po tanteraka ny asa fambolena, ary manolo-tena ho tantsaha ny tanora.","4 - Le travail agricole est entièrement satisfaisant et gratifiant, et les jeunes sont engagés à devenir agriculteurs.","4- Agricultural work is fully satisfying and rewarding and young people are committed to become farmers."
"animalwel","0","0 - Ny biby dia miaina hanoanana, hetaheta, adin-tsaina ary aretina tsy tapaka mandritra ny taona, ary ny famonoana azy dia atao tsy misy fiheverana mba hisorohana ny fanaintainana tsy ilaina. Tsy raisina amim-pahamendrehana izy ireo.","0 - Les animaux connaissent une faim, une soif, un stress et des maladies constants tout au long de l'année, et leur abattage est effectué sans considération pour éviter les douleurs inutiles. Ils ne sont pas traités avec dignité.","0 - Animals experience constant hunger, thirst, stress, and diseases throughout the year, and their slaughter is carried out without consideration for avoiding unnecessary pain. They are not treated with dignity."
"animalwel","0.5","0.5","0.5","0.5"
"animalwel","1","1 - Ny biby dia mahatsapa hanoanana, hetaheta, adin-tsaina na aretina, ary ny famonoana azy dia mety tsy ho laharam-pahamehana amin'ny fisorohana ny fanaintainana tsy ilaina. Voafetra ny fitondran-tenany amin'ny fahamendrehana.","1 - Les animaux connaissent une faim, une soif, un stress ou des maladies périodiques ou saisonniers, et leur abattage peut ne pas privilégier l'évitement des douleurs inutiles. Leur traitement avec dignité est limité.","1 - Animals experience periodic or seasonal hunger, thirst, stress, or diseases, and their slaughter may not prioritize avoiding unnecessary pain. Their treatment with dignity is limited."
"animalwel","1.5","1.5","1.5","1.5"
"animalwel","2","2 - Ny biby dia afaka mahazo sakafo sy rano, saingy mety hisy adin-tsaina na aretina indraindray, ary ny famonoana dia mety tsy ho laharam-pahamehana ny fisorohana ny fanaintainana tsy ilaina. Misy ezaka atao mba hitondrana azy ireo amim-pahamendrehana.","2 - Les animaux ont accès à la nourriture et à l'eau, mais ils peuvent connaître occasionnellement du stress ou des maladies, et les pratiques d'abattage pourraient ne pas prioriser l'évitement des douleurs inutiles. Certains efforts sont faits pour les traiter avec dignité.","2 - Animals have access to food and water, but they may experience occasional stress or diseases, and their slaughter practices might not fully prioritize avoiding unnecessary pain. Some efforts are made to treat them with dignity."
"animalwel","2.5","2.5","2.5","2.5"
"animalwel","3","3 - Ny biby dia salama amin'ny ankapobeny, manana sakafo sy rano ampy, ary ny famonoana dia mikendry ny hampihena ny adin-tsaina sy hisorohana ny fanaintainana tsy ilaina. Raisina amim-pahamendrehana izy ireo amin'ny ankamaroan'ny lafiny.","3 - Les animaux sont généralement en bonne santé, ont un accès suffisant à la nourriture et à l'eau, et les pratiques d'abattage visent à minimiser le stress et à éviter les douleurs inutiles. Ils sont traités avec dignité dans la plupart des aspects.","3 - Animals are generally healthy, have sufficient access to food and water, and their slaughter practices aim to minimize stress and avoid unnecessary pain. They are treated with dignity in most aspects."
"animalwel","3.5","3.5","3.5","3.5"
"animalwel","4","4 - Voakarakara tsara ny biby, miaina adin-tsaina kely ary mahazo sakafo sy fikarakarana sahaza azy. Ny fomba famonoana dia manome laharam-pahamehana ny fahasalamany, miantoka ny dingana tsy misy fanaintainana sy fanajana. Raisina amim-pahamendrehana hatrany izy ireo amin'ny lafiny rehetra amin'ny fikarakarana sy ny fikarakarana azy.","4 - Les animaux sont bien soignés, connaissent un stress minimal et ont accès à une nutrition et à des soins appropriés. Les pratiques d'abattage privilégient leur bien-être, assurant un processus sans douleur et respectueux. Ils sont constamment traités avec dignité dans tous les aspects de leurs soins et de leur manipulation.","4 - Animals are well-cared for, experience minimal stress, and have access to proper nutrition and healthcare. Slaughter practices prioritize their well-being, ensuring a painless and respectful process. They are consistently treated with dignity in all aspects of their care and handling."
"mkt_local","0","0 - Tsy misy vokatra ara-pambolena amidy mihitsy NA ny vokatra rehetra amidy any an-tsena lavitra. ","0 - Aucun produit agricole n'st commercialisé du tout OU toute la production est vendue sur des marchés éloignés.","0 - No agricultural product is marketed at all OR the whole production is marketed in far away markets"
"mkt_local","0.5","0.5","0.5","0.5"
"mkt_local","1","1 - Vitsy dia vitsy ny vokatra/serivisy momba ny fambolena no amidy eto an-toerana.","1 - Très peu de produits / services de la ferme sont commercialisés localement .","1 - Hardly any of the farm's products / services are marketed locally . "
"mkt_local","1.5","1.5","1.5","1.5"
"mkt_local","2","2 - Ny vokatra (sy/na tolotra) sasany dia amidy eo an-toerana (na ao anatin'ny sehatry ny varotra ara-drariny).","2 - Certains produits(et / ou services) sont commercialisés localement(ou dans le cadre du commerce équitable).","2 - Some products(and/or services) are marketed locally(or in fair trade system)."
"mkt_local","2.5","2.5","2.5","2.5"
"mkt_local","3","3 - ny toeram-pambolena dia mamokatra vokatra ara-pambolena (sy/na tolotra) be dia be izay amidy indrindra eto an-toerana (na ao anatin'ny sehatry ny varotra ara-drariny).","3 - l'exploitation agricole produit une bonne quantité de produits agricoles (et/ou services) qui sont principalement commercialisés localement (ou dans le cadre du commerce équitable).","3 - The farm produces a good quantity of agricultural products(and/or services) that are mostly marketed locally(or in fair trade schemes)."
"mkt_local","3.5","3.5","3.5","3.5"
"mkt_local","4","4 - ny asa fambolena dia mamokatra vokatra ara-pambolena (sy/na tolotra) be dia be izay amidy tanteraka eto an-toerana (na amin'ny tetika ara-barotra ara-drariny) ary mandray anjara amin'ny fanjarian-tsakafo eo an-toerana.","4 - l'exploitation agricole produit une quantité importante de produits agricoles (et/ou services) qui sont entièrement commercialisés localement (ou dans des schémas de commerce équitable) et contribuent à la sécurité alimentaire locale.","4 - The farm produces an important quantity of agricultural products (and/or services) that are completely marketed locally (or in fair trade schemes) and contribute to the local food security."
"networks","0","0 - Tsy misy tambajotram-pamokarana miasa amin'ny varotra ny vokatra fambolena, ary tsy misy fifandraisana mivantana amin'ny mpanjifa. ny fizotran'ny varotra manontolo dia tantanin'ny mpanelanelana. ","0 - Aucun réseau fonctionnel de producteurs pour la commercialisation de la production agricole n'xiste, et il n'y a aucune relation directe avec les consommateurs . l'ensemble du processus de commercialisation est géré par des intermédiaires.","0 - No functional networks of producers for marketing agricultural production exist, and there is no direct relationship with consumers. The entire marketing process is managed by intermediaries."
"networks","0.5","0.5","0.5","0.5"
"networks","1","1 - Misy ny tambajotra mpamokatra, saingy miatrika fanamby amin'ny asany izy ireo. Misy fifandraisana voafetra amin'ny mpanjifa, ary mandray anjara betsaka amin'ny fitantanana ny fizotran'ny varotra ny mpanelanelana.","1 - Des réseaux de producteurs existent, mais ils rencontrent des défis dans leurs opérations. Il existe une relation limitée avec les consommateurs, et les intermédiaires sont fortement impliqués dans la gestion du processus de commercialisation.","1 - Networks of producers exist but face challenges in their operations. Limited relationship with consumers exists, and intermediaries are heavily involved in managing the marketing process."
"networks","1.5","1.5","1.5","1.5"
"networks","2","2 - Ny tambajotra mpamokatra dia miasa amin'ny ampahany, saingy mety tsy ho tafiditra tanteraka izy ireo. Misy fifandraisana mivantana amin'ny mpanjifa, ary ny mpanelanelana dia manana anjara toerana lehibe amin'ny fitantanana ny ampahany amin'ny fizotran'ny varotra.","2 - Les réseaux de producteurs sont partiellement opérationnels, mais ils ne sont peut-être pas entièrement inclusifs. Certaines relations directes avec les consommateurs existent, et les intermédiaires jouent un rôle important dans la gestion d'une partie du processus de commercialisation.","2 - Networks of producers are partially operational, but they might not be fully inclusive. Some direct relationships with consumers exist, and intermediaries play a big role in managing part of the marketing process."
"networks","2.5","2.5","2.5","2.5"
"networks","3","3 - Ny tambajotran'ny mpamokatra dia miasa sy mitambatra, ahitana lehilahy sy vehivavy. Misy fifandraisana","3 - Les réseaux de producteurs sont opérationnels et inclusifs, impliquant à la fois les hommes et les femmes. Il existe des relations directes avec les consommateurs, et l'implication des intermédiaires dans la gestion du processus de commercialisation est négligeable.","3 - Networks of producers are operational and inclusive, involving both men and women. There are direct relationships with consumers, and intermediaries’ involvement in managing the marketing process is negligible."
"networks","3.5","3,5","3.5","3.5"
"networks","4","4 - Tambajotran'ny mpamokatra mahaleo tena efa miorina tsara sy miasa tanteraka, miaraka amin'ny fandraisan'anjaran'ny vehivavy. Misy fifandraisana matanjaka sy miorina amin'ny mpanjifa, ary tsy ilaina ny mpanelanelana satria ny mpamokatra dia mitantana mivantana ny fizotran'ny varotra.","4 - Des réseaux bien établis et entièrement opérationnels de producteurs autonomes sont en place, avec une participation inclusive des femmes. Il existe des relations solides et stables avec les consommateurs, et aucun intermédiaire n'st nécessaire car les producteurs gèrent directement l'ensemble du processus de commercialisation.","4 - Well-established and fully operational networks of empowered producers are in place, with inclusive participation from women. There are strong and stable relationships with consumers, and no intermediaries are needed as producers manage the entire marketing process directly."
"local_fs","0","0 - Fiankinan-doha ivelany: miankina tanteraka amin'ny loharano ivelany ny toeram-pambolena mba hividianana fitaovana fambolena (anisan'izany ny fitaovana sy serivisy), ary ny ankamaroan'ny vokatra dia voahodina sy amidy any ivelan'ny faritra eo an-toerana. Tsy misy ezaka atao amin'ny fitadiavana fitaovana, fitaovana na fitaovana fanamboarana eo an-toerana, ary tsy misy ny circularity eo amin'ny toekarena eo an-toerana. Dépendance externe : la ferme dépend entièrement de sources externes pour l'achat des intrants agricoles (y compris les matériaux et les services), et la plupart des produits sont transformés et commercialisés en dehors de la zone locale. Aucun effort n'st fait pour se procurer localement les intrants, les matériaux ou les matériaux de réparation, et la circularité au sein de l'économie locale est absente.","0 - Dépendance externe : la ferme dépend entièrement de sources externes pour l'achat des intrants agricoles (y compris les matériaux et les services), et la plupart des produits sont transformés et commercialisés en dehors de la zone locale. Aucun effort n'st fait pour se procurer localement les intrants, les matériaux ou les matériaux de réparation, et la circularité au sein de l'économie locale est absente.","0 - External dependency: the farm relies entirely on external sources for purchasing agricultural inputs (including material and services), and most products are processed and marketed outside the local area. There is no effort to source inputs and product or repair materials locally, and circularity within the local economy is absent."
"local_fs","0.5","0.5","0.5","0.5"
"local_fs","1","1 - Ny famatsiana eto an-toerana voafetra: misy akora fambolena sasany azo avy any an-toerana, fa ny ampahany lehibe dia mbola azo any ivelan'ny faritany (vondrom-piarahamonina na eo an-toerana). Ny vokatra dia voahodina amin'ny ampahany eo an-toerana, ary zara raha misy fifanakalozana na varotra vokatra sy serivisy eo amin'ny mpamokatra eo an-toerana.","1 - Approvisionnement local limité : certains intrants agricoles sont sourcés localement, mais une partie importante est encore obtenue en dehors du territoire (communauté ou niveau local). Les produits sont partiellement transformés localement, et il y a peu d'échanges ou de commerce de produits et de services entre les producteurs locaux.","1 - Limited local sourcing: some agricultural inputs are sourced locally, but a significant portion is still obtained from outside the territory (community or local level). Products are partially processed locally, and there is minimal exchange or trade of products and services between local producers."
"local_fs","1.5","1.5","1.5","1.5"
"local_fs","2","2 - Fambolena antonony eo an-toerana sy circularity: manao ezaka ny toeram-pambolena mba hahazoana ny ankamaroan'ny akora sy ny fitaovana eo an-toerana, ka mahatonga ny circularity eo amin'ny toe-karena eo an-toerana. Mihatsara ny fahaleovan-tena ara-paritany na fiaraha-monina amin'ny famokarana fambolena sy sakafo, ary misy antonony ny fifanakalozana sy ny varotra vokatra sy serivisy eo amin'ny mpamokatra eo an-toerana.","2 - Approvisionnement local modéré et circularité : la ferme fait des efforts pour se procurer la plupart des intrants et des matériaux localement, contribuant ainsi à la circularité au sein de l'économie locale. l'autosuffisance territoriale ou communautaire pour la production agricole et alimentaire s'améliore, et il y a un niveau modéré d'échanges et de commerce de produits et de services entre les producteurs locaux.","2 - Moderate local sourcing and circularity: the farm makes efforts to source most of the inputs and materials locally, contributing to circularity within the local economy. Territorial or Community self-sufficiency for agricultural and food production improves, and there is a moderate level of exchange and trade of products and services between local producers."
"local_fs","2.5","2.5","2.5","2.5"
"local_fs","3","3 - Fambolena sy fihodinkodinana eo an-toerana: Ny toeram-pambolena dia manome ampahany betsaka amin'ny akora sy akora ara-pambolena eo an-toerana, mampiroborobo ny asa sy ny fivezivezena eo amin'ny toekarena eo an-toerana. Misy ny fifanakalozana tsy tapaka sy manan-danja amin'ny vokatra sy serivisy eo amin'ny mpamokatra eo an-toerana.","3 - Approvisionnement local substantiel et circularité : La ferme se procure une partie substantielle des intrants agricoles et des matériaux localement, favorisant l'emploi et la circularité au sein de l'économie locale. Il y a des échanges réguliers et significatifs de produits et de services entre les producteurs locaux.","3 - Substantial local sourcing and circularity: The farm sources a substantial portion of agricultural inputs and materials locally, fostering employment and circularity within the local economy. There is a regular and meaningful exchange or trade of products and services between local producers."
